Longitud de onda (nm),Intensidad
-398.0146563877,0.4444444444444444
-396.1197410397,0.5694444444444444
-394.2262152143,0.6666666666666666
-392.3340789115,0.7291666666666666
-390.4433321313,0.6805555555555556
-388.5539748737,0.5902777777777778
-386.66600713869997,0.5902777777777778
-384.7794289263,0.625
-382.89424023649997,0.6736111111111112
-381.0104410693,0.6875
-379.1280314247,0.7083333333333334
-377.2470113027,0.6180555555555556
-375.3673807033,0.5902777777777778
-373.4891396265,0.5416666666666666
-371.6122880723,0.6597222222222222
-369.73682604069995,0.6041666666666666
-367.8627535317,0.5694444444444444
-365.9900705453,0.5902777777777778
-364.11877708149996,0.7430555555555556
-362.24887314029996,0.6597222222222222
-360.38035872169996,0.5277777777777778
-358.51323382569996,0.5902777777777778
-356.6474984523,0.625
-354.7831526015,0.6875
-352.92019627329995,0.6666666666666666
-351.0586294677,0.7222222222222222
-349.1984521847,0.7847222222222222
-347.3396644243,0.6319444444444444
-345.48226618649994,0.6666666666666666
-343.6262574713,0.7708333333333334
-341.7716382787,0.7916666666666666
-339.91840860869996,0.6944444444444444
-338.0665684613,0.5347222222222222
-336.21611783649996,0.5833333333333334
-334.3670567343,0.6597222222222222
-332.5193851547,0.5069444444444444
-330.6731030977,0.4791666666666667
-328.8282105633,0.5833333333333334
-326.9847075515,0.7361111111111112
-325.14259406229996,0.7361111111111112
-323.3018700957,0.7152777777777778
-321.46253565169997,0.6180555555555556
-319.6245907303,0.6388888888888888
-317.78803533149994,0.6597222222222222
-315.95286945529995,0.75
-314.11909310169995,0.8055555555555556
-312.2867062707,0.7083333333333334
-310.4557089623,0.6805555555555556
-308.62610117649996,0.7222222222222222
-306.7978829133,0.625
-304.97105417269995,0.7569444444444444
-303.14561495469997,0.8402777777777778
-301.3215652593,0.6388888888888888
-299.4989050865,0.5486111111111112
-297.67763443629997,0.5069444444444444
-295.8577533087,0.6666666666666666
-294.0392617037,0.6388888888888888
-292.22215962129997,0.6319444444444444
-290.4064470615,0.5208333333333334
-288.5921240243,0.4305555555555556
-286.7791905097,0.4930555555555556
-284.96764651769996,0.6458333333333334
-283.15749204829996,0.6458333333333334
-281.3487271015,0.4305555555555556
-279.5413516773,0.5
-277.73536577569996,0.6736111111111112
-275.9307693967,0.7777777777777778
-274.1275625403,0.8402777777777778
-272.32574520649996,0.6805555555555556
-270.52531739529996,0.7361111111111112
-268.72627910669996,0.6736111111111112
-266.9286303407,0.7847222222222222
-265.13237109729994,0.7847222222222222
-263.3375013765,0.7222222222222222
-261.5440211783,0.5486111111111112
-259.7519305027,0.5902777777777778
-257.9612293497,0.6666666666666666
-256.1719177192999,0.7777777777777778
-254.38399561149998,0.7152777777777778
-252.59746302629998,0.5625
-250.81231996369996,0.4583333333333333
-249.0285664237,0.5208333333333334
-247.24620240629997,0.625
-245.46522791149997,0.5
-243.68564293929998,0.4375
-241.9074474897,0.3888888888888889
-240.13064156269996,0.4444444444444444
-238.3552251583,0.6458333333333334
-236.58119827649998,0.6736111111111112
-234.80856091729999,0.6180555555555556
-233.03731308069996,0.6388888888888888
-231.26745476669998,0.7013888888888888
-229.49898597529997,0.7222222222222222
-227.73190670649996,0.7291666666666666
-225.9662169603,0.7708333333333334
-224.20191673669999,0.6944444444444444
-222.43900603569998,0.6736111111111112
-220.6774848573,0.6944444444444444
-218.9173532015,0.6805555555555556
-217.15861106829996,0.6180555555555556
-215.40125845769995,0.6180555555555556
-213.6452953697,0.5416666666666666
-211.89072180429997,0.5347222222222222
-210.13753776149997,0.5486111111111112
-208.3857432413,0.4444444444444444
-206.63533824369998,0.4722222222222222
-204.88632276869996,0.4444444444444444
-203.13869681629998,0.4375
-201.39246038649998,0.5069444444444444
-199.64761347929996,0.5486111111111112
-197.9041560947,0.4583333333333333
-196.16208823269997,0.4513888888888889
-194.42140989329997,0.4513888888888889
-192.68212107649995,0.5833333333333334
-190.9442217823,0.7083333333333334
-189.20771201069996,0.7361111111111112
-187.47259176169996,0.6666666666666666
-185.73886103529998,0.6458333333333334
-184.0065198315,0.5694444444444444
-182.27556815029996,0.6597222222222222
-180.54600599169999,0.6805555555555556
-178.81783335569997,0.5555555555555556
-177.09105024229999,0.625
-175.36565665149996,0.5138888888888888
-173.6416525833,0.5
-171.91903803769998,0.5972222222222222
-170.19781301469996,0.5833333333333334
-168.4779775143,0.5833333333333334
-166.7595315365,0.5069444444444444
-165.04247508129998,0.5208333333333334
-163.3268081487,0.5138888888888888
-161.61253073869997,0.4444444444444444
-159.89964285129997,0.3819444444444444
-158.1881444865,0.4861111111111111
-156.47803564429998,0.4097222222222222
-154.7693163247,0.5208333333333334
-153.0619865277,0.6111111111111112
-151.35604625329995,0.6527777777777778
-149.65149550149997,0.6736111111111112
-147.9483342723,0.5138888888888888
-146.24656256569995,0.4861111111111111
-144.54618038169997,0.6041666666666666
-142.84718772029998,0.6041666666666666
-141.14958458149994,0.6319444444444444
-139.4533709653,0.5833333333333334
-137.7585468717,0.5625
-136.06511230069998,0.5902777777777778
-134.37306725229996,0.6180555555555556
-132.6824117265,0.5902777777777778
-130.99314572329996,0.5486111111111112
-129.30526924269998,0.4930555555555556
-127.61878228469999,0.4513888888888889
-125.9336848493,0.4861111111111111
-124.24997693649999,0.5208333333333334
-122.56765854629992,0.5902777777777778
-120.88672967869996,0.5625
-119.2071903337,0.6458333333333334
-117.52904051129997,0.5625
-115.85228021149999,0.6527777777777778
-114.1769094343,0.625
-112.50292817969995,0.5555555555555556
-110.83033644769995,0.5972222222222222
-109.1591342383,0.5625
-107.48932155149998,0.625
-105.82089838729996,0.7152777777777778
-104.15386474569999,0.6805555555555556
-102.48822062669996,0.6180555555555556
-100.82396603029997,0.4930555555555556
