Longitud de onda (nm),Intensidad
-398.0146563877,0.4791666666666667
-396.1197410397,0.3888888888888889
-394.2262152143,0.3541666666666667
-392.3340789115,0.2361111111111111
-390.4433321313,0.3055555555555556
-388.5539748737,0.2361111111111111
-386.66600713869997,0.3611111111111111
-384.7794289263,0.3541666666666667
-382.89424023649997,0.2708333333333333
-381.0104410693,0.3125
-379.1280314247,0.4444444444444444
-377.2470113027,0.4930555555555556
-375.3673807033,0.3958333333333333
-373.4891396265,0.2916666666666667
-371.6122880723,0.3888888888888889
-369.73682604069995,0.375
-367.8627535317,0.3958333333333333
-365.9900705453,0.3888888888888889
-364.11877708149996,0.3125
-362.24887314029996,0.2222222222222222
-360.38035872169996,0.3194444444444444
-358.51323382569996,0.4722222222222222
-356.6474984523,0.5833333333333334
-354.7831526015,0.3541666666666667
-352.92019627329995,0.25
-351.0586294677,0.2152777777777778
-349.1984521847,0.3333333333333333
-347.3396644243,0.4097222222222222
-345.48226618649994,0.3472222222222222
-343.6262574713,0.3402777777777778
-341.7716382787,0.2361111111111111
-339.91840860869996,0.3888888888888889
-338.0665684613,0.5486111111111112
-336.21611783649996,0.6319444444444444
-334.3670567343,0.5763888888888888
-332.5193851547,0.4236111111111111
-330.6731030977,0.3958333333333333
-328.8282105633,0.5625
-326.9847075515,0.75
-325.14259406229996,0.5347222222222222
-323.3018700957,0.4027777777777778
-321.46253565169997,0.3958333333333333
-319.6245907303,0.625
-317.78803533149994,0.6527777777777778
-315.95286945529995,0.6180555555555556
-314.11909310169995,0.5069444444444444
-312.2867062707,0.4375
-310.4557089623,0.4791666666666667
-308.62610117649996,0.4236111111111111
-306.7978829133,0.5763888888888888
-304.97105417269995,0.4930555555555556
-303.14561495469997,0.5416666666666666
-301.3215652593,0.5555555555555556
-299.4989050865,0.5902777777777778
-297.67763443629997,0.6527777777777778
-295.8577533087,0.5763888888888888
-294.0392617037,0.5416666666666666
-292.22215962129997,0.5625
-290.4064470615,0.6597222222222222
-288.5921240243,0.5902777777777778
-286.7791905097,0.5
-284.96764651769996,0.6111111111111112
-283.15749204829996,0.5694444444444444
-281.3487271015,0.6180555555555556
-279.5413516773,0.6666666666666666
-277.73536577569996,0.5972222222222222
-275.9307693967,0.6180555555555556
-274.1275625403,0.5486111111111112
-272.32574520649996,0.5486111111111112
-270.52531739529996,0.6180555555555556
-268.72627910669996,0.6666666666666666
-266.9286303407,0.5416666666666666
-265.13237109729994,0.5347222222222222
-263.3375013765,0.5625
-261.5440211783,0.5763888888888888
-259.7519305027,0.5555555555555556
-257.9612293497,0.4861111111111111
-256.1719177192999,0.4722222222222222
-254.38399561149998,0.5347222222222222
-252.59746302629998,0.5416666666666666
-250.81231996369996,0.4652777777777778
-249.0285664237,0.4652777777777778
-247.24620240629997,0.4652777777777778
-245.46522791149997,0.3958333333333333
-243.68564293929998,0.4652777777777778
-241.9074474897,0.5208333333333334
-240.13064156269996,0.6041666666666666
-238.3552251583,0.5138888888888888
-236.58119827649998,0.4375
-234.80856091729999,0.5555555555555556
-233.03731308069996,0.6458333333333334
-231.26745476669998,0.5972222222222222
-229.49898597529997,0.5277777777777778
-227.73190670649996,0.3680555555555556
-225.9662169603,0.3541666666666667
-224.20191673669999,0.4375
-222.43900603569998,0.5486111111111112
-220.6774848573,0.6111111111111112
-218.9173532015,0.5763888888888888
-217.15861106829996,0.3194444444444444
-215.40125845769995,0.3819444444444444
-213.6452953697,0.5416666666666666
-211.89072180429997,0.4930555555555556
-210.13753776149997,0.4375
-208.3857432413,0.3680555555555556
-206.63533824369998,0.4583333333333333
-204.88632276869996,0.4305555555555556
-203.13869681629998,0.3819444444444444
-201.39246038649998,0.2708333333333333
-199.64761347929996,0.3194444444444444
-197.9041560947,0.3680555555555556
-196.16208823269997,0.4305555555555556
-194.42140989329997,0.4166666666666667
-192.68212107649995,0.4444444444444444
-190.9442217823,0.4583333333333333
-189.20771201069996,0.4652777777777778
-187.47259176169996,0.4930555555555556
-185.73886103529998,0.5555555555555556
-184.0065198315,0.5486111111111112
-182.27556815029996,0.4375
-180.54600599169999,0.3611111111111111
-178.81783335569997,0.3819444444444444
-177.09105024229999,0.5625
-175.36565665149996,0.4097222222222222
-173.6416525833,0.4305555555555556
-171.91903803769998,0.4791666666666667
-170.19781301469996,0.4861111111111111
-168.4779775143,0.4861111111111111
-166.7595315365,0.4444444444444444
-165.04247508129998,0.4375
-163.3268081487,0.3888888888888889
-161.61253073869997,0.4375
-159.89964285129997,0.5
-158.1881444865,0.4791666666666667
-156.47803564429998,0.5
-154.7693163247,0.4444444444444444
-153.0619865277,0.3819444444444444
-151.35604625329995,0.5069444444444444
-149.65149550149997,0.4930555555555556
-147.9483342723,0.4305555555555556
-146.24656256569995,0.3888888888888889
-144.54618038169997,0.3125
-142.84718772029998,0.4375
-141.14958458149994,0.5208333333333334
-139.4533709653,0.4513888888888889
-137.7585468717,0.4375
-136.06511230069998,0.3958333333333333
-134.37306725229996,0.2986111111111111
-132.6824117265,0.3194444444444444
-130.99314572329996,0.4236111111111111
-129.30526924269998,0.4513888888888889
-127.61878228469999,0.3888888888888889
-125.9336848493,0.3680555555555556
-124.24997693649999,0.4305555555555556
-122.56765854629992,0.4513888888888889
-120.88672967869996,0.3611111111111111
-119.2071903337,0.2916666666666667
-117.52904051129997,0.3888888888888889
-115.85228021149999,0.4027777777777778
-114.1769094343,0.3680555555555556
-112.50292817969995,0.3402777777777778
-110.83033644769995,0.4305555555555556
-109.1591342383,0.3541666666666667
-107.48932155149998,0.3402777777777778
-105.82089838729996,0.4513888888888889
-104.15386474569999,0.3541666666666667
-102.48822062669996,0.3333333333333333
-100.82396603029997,0.4166666666666667
-99.16110095649998,0.5277777777777778
-97.49962540529998,0.4583333333333333
-95.83953937669997,0.3680555555555556
-94.18084287070002,0.3472222222222222
-92.52353588729994,0.3472222222222222
-90.86761842649997,0.4305555555555556
-89.2130904883,0.4930555555555556
-87.55995207269996,0.5138888888888888
-85.90820317969997,0.5138888888888888
-84.25784380929997,0.4583333333333333
-82.60887396149997,0.5416666666666666
-80.96129363630001,0.4444444444444444
-79.31510283369994,0.4097222222222222
-77.67030155369997,0.3611111111111111
-76.0268897963,0.3680555555555556
-74.38486756149996,0.375
-72.74423484929997,0.3194444444444444
-71.10499165969998,0.3819444444444444
-69.46713799269997,0.3680555555555556
-67.83067384829997,0.3611111111111111
-66.19559922650001,0.3888888888888889
-64.56191412729999,0.5138888888888888
-62.92961855070001,0.5486111111111112
-61.29871249669998,0.4444444444444444
-59.66919596529999,0.4236111111111111
-58.0410689565,0.4166666666666667
-56.4143314703,0.4930555555555556
-54.78898350669999,0.5
-53.16502506569998,0.4791666666666667
-51.542456147300015,0.5138888888888888
-49.92127675149999,0.5347222222222222
-48.30148687830001,0.3472222222222222
-46.68308652769997,0.3611111111111111
-45.06607569969998,0.4583333333333333
-43.45045439429998,0.6111111111111112
-41.83622261149998,0.4791666666666667
-40.223380351299966,0.3611111111111111
-38.611927613700004,0.3055555555555556
-37.00186439869998,0.2569444444444444
-35.393190706300004,0.375
-33.78590653650002,0.3263888888888889
-32.180011889299976,0.4097222222222222
-30.57550676469998,0.3680555555555556
-28.972391162699978,0.2847222222222222
-27.37066508329997,0.1875
-25.77032852650001,0.20833333333333334
-24.171381492299986,0.2638888888888889
-22.573823980699956,0.2708333333333333
-20.977655991699976,0.2916666666666667
-19.38287752529999,0.2916666666666667
-17.78948858149994,0.375
-16.197489160299995,0.19444444444444445
-14.606879261699987,0.2361111111111111
-13.017658885699973,0.2916666666666667
-11.429828032300009,0.3611111111111111
-9.843386701499924,0.4305555555555556
-8.258334893299946,0.3402777777777778
-6.674672607700018,0.22916666666666666
-5.092399844699969,0.2916666666666667
-3.5115166042999704,0.2986111111111111
-1.9320228865000217,0.3194444444444444
-0.35391869129995257,0.4305555555555556
1.2227959813000098,0.4166666666666667
2.798121131299979,0.2569444444444444
4.372056758700012,0.25
5.944602863499995,0.2777777777777778
7.5157594456999846,0.25
9.085526505300038,0.14583333333333334
10.653904042299985,0.13194444444444445
12.220892056699995,0.16666666666666666
13.786490548500012,0.22916666666666666
15.350699517700036,0.2222222222222222
16.91351896430001,0.2222222222222222
18.474948888300048,0.25
20.034989289700036,0.22916666666666666
21.593640168499974,0.1875
23.150901524700032,0.16666666666666666
24.706773358299984,0.19444444444444445
26.261255669300056,0.19444444444444445
27.81434845770002,0.22916666666666666
29.366051723499993,0.2916666666666667
30.91636546670003,0.3194444444444444
32.465289687300015,0.3194444444444444
34.01282438530001,0.2708333333333333
35.55896956070006,0.3680555555555556
37.10372521350001,0.2986111111111111
38.64709134369997,0.2361111111111111
40.189067951300046,0.24305555555555555
41.72965503630002,0.2986111111111111
43.26885259869999,0.2847222222222222
44.806660638500034,0.2708333333333333
46.343079155700025,0.2638888888888889
47.878108150299965,0.18055555555555555
49.41174762230003,0.2361111111111111
50.94399757169998,0.3402777777777778
52.4748579985,0.2777777777777778
54.004328902700024,0.125
55.5324102843,0.09027777777777778
57.05910214329998,0.1527777777777778
58.58440447970003,0.20833333333333334
60.10831729350002,0.1527777777777778
61.630840584700024,0.19444444444444445
63.151974353300034,0.25
64.67171859930005,0.18055555555555555
66.19007332269996,0.2013888888888889
67.70703852349999,0.18055555555555555
69.22261420170008,0.20833333333333334
70.73680035729996,0.16666666666666666
72.2495969903,0.2361111111111111
73.76100410070006,0.3125
75.27102168849996,0.24305555555555555
76.77964975370003,0.2222222222222222
78.28688829630005,0.1875
79.79273731629996,0.2361111111111111
81.2971968137,0.3333333333333333
82.80026678850004,0.375
84.30194724069997,0.3263888888888889
85.80223817030003,0.24305555555555555
87.30113957730003,0.2638888888888889
