Longitud de onda (nm),Intensidad
-398.0146563877,0.6041666666666666
-396.1197410397,0.7916666666666666
-394.2262152143,0.7777777777777778
-392.3340789115,0.7430555555555556
-390.4433321313,0.6180555555555556
-388.5539748737,0.6527777777777778
-386.66600713869997,0.5486111111111112
-384.7794289263,0.5347222222222222
-382.89424023649997,0.5625
-381.0104410693,0.7152777777777778
-379.1280314247,0.7083333333333334
-377.2470113027,0.6180555555555556
-375.3673807033,0.5486111111111112
-373.4891396265,0.5486111111111112
-371.6122880723,0.5555555555555556
-369.73682604069995,0.5486111111111112
-367.8627535317,0.5555555555555556
-365.9900705453,0.625
-364.11877708149996,0.5763888888888888
-362.24887314029996,0.6875
-360.38035872169996,0.5833333333333334
-358.51323382569996,0.5486111111111112
-356.6474984523,0.5902777777777778
-354.7831526015,0.5763888888888888
-352.92019627329995,0.5208333333333334
-351.0586294677,0.5
-349.1984521847,0.4236111111111111
-347.3396644243,0.375
-345.48226618649994,0.3333333333333333
-343.6262574713,0.3263888888888889
-341.7716382787,0.4444444444444444
-339.91840860869996,0.4861111111111111
-338.0665684613,0.4583333333333333
-336.21611783649996,0.4861111111111111
-334.3670567343,0.4791666666666667
-332.5193851547,0.5763888888888888
-330.6731030977,0.4930555555555556
-328.8282105633,0.5902777777777778
-326.9847075515,0.4791666666666667
-325.14259406229996,0.4305555555555556
-323.3018700957,0.4861111111111111
-321.46253565169997,0.4375
-319.6245907303,0.4513888888888889
-317.78803533149994,0.5069444444444444
-315.95286945529995,0.5416666666666666
-314.11909310169995,0.625
-312.2867062707,0.5902777777777778
-310.4557089623,0.5763888888888888
-308.62610117649996,0.5763888888888888
-306.7978829133,0.5625
-304.97105417269995,0.5208333333333334
-303.14561495469997,0.4305555555555556
-301.3215652593,0.4027777777777778
-299.4989050865,0.4652777777777778
-297.67763443629997,0.4236111111111111
-295.8577533087,0.3194444444444444
-294.0392617037,0.4027777777777778
-292.22215962129997,0.5138888888888888
-290.4064470615,0.4722222222222222
-288.5921240243,0.3541666666666667
-286.7791905097,0.4305555555555556
-284.96764651769996,0.4861111111111111
-283.15749204829996,0.4236111111111111
-281.3487271015,0.4652777777777778
-279.5413516773,0.5625
-277.73536577569996,0.6805555555555556
-275.9307693967,0.7430555555555556
-274.1275625403,0.6736111111111112
-272.32574520649996,0.6736111111111112
-270.52531739529996,0.6527777777777778
-268.72627910669996,0.5902777777777778
-266.9286303407,0.5625
-265.13237109729994,0.5347222222222222
-263.3375013765,0.6319444444444444
-261.5440211783,0.5416666666666666
-259.7519305027,0.4652777777777778
-257.9612293497,0.5069444444444444
-256.1719177192999,0.5763888888888888
-254.38399561149998,0.6388888888888888
-252.59746302629998,0.5625
-250.81231996369996,0.5555555555555556
-249.0285664237,0.4791666666666667
-247.24620240629997,0.4930555555555556
-245.46522791149997,0.5694444444444444
-243.68564293929998,0.6111111111111112
-241.9074474897,0.5486111111111112
-240.13064156269996,0.5555555555555556
-238.3552251583,0.5833333333333334
